image_name,tags
test_2289,agriculture clear primary water
test_2290,clear primary
test_2291,cloudy partly_cloudy primary water
test_2292,clear cultivation primary road
test_2293,clear primary
test_2294,clear primary
test_2295,clear primary
test_2296,clear primary
test_2297,primary
test_2298,clear primary
test_2299,agriculture clear
test_2300,primary
test_2301,agriculture primary road
test_2302,clear primary
test_2303,clear primary
test_2304,
test_2305,clear primary
test_2306,agriculture clear habitation primary road
test_2307,clear primary
test_2308,clear primary
test_2309,clear primary road
test_2310,clear primary
test_2311,clear primary
test_2312,primary
test_2313,clear primary road
test_2314,clear primary
test_2315,agriculture primary
test_2316,clear primary
test_2317,clear primary
test_2318,agriculture primary
test_2319,clear primary
test_2320,clear primary
test_2321,agriculture clear primary
test_2322,clear primary
test_2323,agriculture clear primary road
test_2324,primary
test_2325,agriculture primary road
test_2326,cloudy
test_2327,primary road
test_2328,agriculture primary
test_2329,clear primary
test_2330,clear primary
test_2331,primary
test_2332,primary
test_2333,clear primary
test_2334,clear primary
test_2335,clear primary
test_2336,clear primary
test_2337,clear primary
test_2338,primary
test_2339,clear primary
test_2340,clear primary
test_2341,clear primary
test_2342,agriculture clear primary road
test_2343,clear primary
test_2344,agriculture haze primary road water
test_2345,clear primary
test_2346,clear primary
test_2347,primary
test_2348,clear primary
test_2349,clear primary
test_2350,clear primary
test_2351,clear primary
test_2352,clear habitation primary
test_2353,clear primary
test_2354,clear primary
test_2355,primary
test_2356,clear primary
test_2357,clear primary
test_2358,clear primary
test_2359,agriculture partly_cloudy primary
test_2360,clear primary
test_2361,clear primary
test_2362,agriculture blooming clear partly_cloudy primary
test_2363,clear primary
test_2364,clear primary
test_2365,clear primary
test_2366,clear primary
test_2367,clear primary water
test_2368,clear primary
test_2369,clear habitation primary road
test_2370,clear primary water
test_2371,clear primary
test_2372,primary
test_2373,clear primary
test_2374,clear primary
test_2375,primary
test_2376,primary
test_2377,clear primary
test_2378,cloudy
test_2379,cloudy
test_2380,cloudy
test_2381,partly_cloudy primary
test_2382,clear primary road
test_2383,cloudy road
test_2384,agriculture clear primary road
test_2385,primary
test_2386,clear primary
test_2387,clear primary
test_2388,clear cloudy habitation
test_2389,agriculture clear primary
test_2390,clear primary
test_2391,clear primary
test_2392,agriculture clear primary road
test_2393,clear habitation primary
test_2394,agriculture clear primary road water
test_2395,partly_cloudy primary
test_2396,agriculture clear primary water
test_2397,clear primary
test_2398,primary
test_2399,clear primary
test_2400,cloudy
test_2401,primary
test_2402,clear primary
test_2403,primary
test_2404,clear primary
test_2405,clear primary
test_2406,clear primary
test_2407,clear primary
test_2408,clear primary
test_2409,primary
test_2410,agriculture clear primary road
test_2411,clear primary
test_2412,agriculture clear primary road water
test_2413,clear primary
test_2414,clear primary
test_2415,primary
test_2416,cloudy
test_2417,agriculture clear habitation primary road
test_2418,clear primary
test_2419,agriculture primary selective_logging slash_burn
test_2420,agriculture clear primary
test_2421,clear primary
test_2422,clear primary
test_2423,primary
test_2424,partly_cloudy primary
test_2425,partly_cloudy primary
test_2426,agriculture clear primary road
test_2427,clear primary
test_2428,primary
test_2429,agriculture clear primary road water
test_2430,agriculture clear primary
test_2431,primary
test_2432,clear primary
test_2433,clear primary
test_2434,clear primary
test_2435,agriculture clear primary road
test_2436,agriculture clear cultivation habitation haze primary road water
test_2437,agriculture clear habitation primary road
test_2438,agriculture bare_ground clear primary water
test_2439,clear cultivation habitation primary
test_2440,clear primary
test_2441,clear primary
test_2442,clear primary
test_2443,clear partly_cloudy primary
test_2444,clear primary
test_2445,agriculture clear primary road
test_2446,clear primary
test_2447,clear cultivation habitation primary road slash_burn
test_2448,clear primary
test_2449,clear primary
test_2450,clear primary road
test_2451,clear primary
test_2452,clear primary
test_2453,primary
test_2454,partly_cloudy
test_2455,clear primary
test_2456,clear primary
test_2457,clear primary
test_2458,primary
test_2459,clear primary
test_2460,primary
test_2461,clear primary
test_2462,clear primary
test_2463,clear partly_cloudy primary
test_2464,clear primary
test_2465,clear primary
test_2466,agriculture clear primary road
test_2467,clear primary
test_2468,agriculture primary
test_2469,clear primary
test_2470,primary
test_2471,clear primary
test_2472,road
test_2473,clear primary
test_2474,primary
test_2475,clear primary
test_2476,clear primary
test_2477,clear primary
test_2478,agriculture clear habitation primary road water
test_2479,primary
test_2480,clear primary
test_2481,primary water
test_2482,primary water
test_2483,clear primary
test_2484,partly_cloudy primary
test_2485,primary
test_2486,clear primary
test_2487,clear primary
test_2488,primary
test_2489,clear primary
test_2490,clear primary
test_2491,clear primary
test_2492,clear primary
test_2493,agriculture bare_ground clear habitation primary road water
test_2494,agriculture cloudy
test_2495,clear primary
test_2496,clear primary
test_2497,clear primary
test_2498,clear primary
test_2499,clear primary
test_2500,clear primary
test_2501,clear primary
test_2502,primary
test_2503,agriculture clear primary
test_2504,clear primary
test_2505,clear primary
test_2506,clear primary
test_2507,clear primary
test_2508,cloudy haze
test_2509,clear primary
test_2510,agriculture clear primary road
test_2511,primary water
test_2512,clear primary
test_2513,haze primary road
test_2514,clear primary
test_2515,agriculture clear primary road
test_2516,agriculture clear habitation primary road water
test_2517,primary
test_2518,primary
test_2519,clear primary road
test_2520,agriculture primary
test_2521,agriculture clear primary
test_2522,clear primary
test_2523,clear primary
test_2524,cloudy water
test_2525,clear primary
test_2526,agriculture clear primary
test_2527,primary
test_2528,agriculture primary
test_2529,clear primary water
test_2530,clear primary
test_2531,primary
test_2532,clear cloudy road
test_2533,clear primary
test_2534,clear primary
test_2535,clear primary
test_2536,clear primary
test_2537,clear primary
test_2538,clear primary
test_2539,clear primary
test_2540,agriculture primary road
test_2541,agriculture bare_ground clear habitation primary road water
test_2542,agriculture clear primary
test_2543,clear primary
test_2544,clear primary
test_2545,clear primary
test_2546,agriculture clear primary
test_2547,clear primary
test_2548,clear primary
test_2549,primary
test_2550,partly_cloudy primary
test_2551,clear primary
test_2552,agriculture cloudy road water
test_2553,clear primary
test_2554,clear primary selective_logging
test_2555,clear primary
test_2556,agriculture clear primary
test_2557,partly_cloudy primary road
test_2558,primary
test_2559,clear primary
test_2560,primary
test_2561,agriculture clear primary road water
test_2562,clear primary
test_2563,clear primary
test_2564,cloudy
test_2565,agriculture primary
test_2566,clear primary
test_2567,clear primary
test_2568,clear primary
test_2569,clear primary
test_2570,clear primary
test_2571,clear primary
test_2572,agriculture clear primary
test_2573,clear primary
test_2574,clear primary
test_2575,clear primary
test_2576,agriculture clear primary
test_2577,primary
test_2578,cloudy
test_2579,clear primary
test_2580,clear primary
test_2581,clear primary
test_2582,primary
test_2583,clear primary
test_2584,clear primary
test_2585,agriculture clear primary water
test_2586,primary
test_2587,clear primary
test_2588,clear primary
test_2589,clear primary
test_2590,partly_cloudy primary
test_2591,agriculture primary
test_2592,primary
test_2593,agriculture clear cultivation habitation primary road water
test_2594,cloudy
test_2595,clear primary
test_2596,clear primary
test_2597,primary
test_2598,agriculture clear primary road water
test_2599,clear primary
test_2600,clear primary
test_2601,primary
test_2602,clear primary
test_2603,clear partly_cloudy primary
test_2604,primary
test_2605,clear primary
test_2606,clear primary
test_2607,clear primary
test_2608,agriculture road
test_2609,clear primary
test_2610,clear primary
test_2611,clear primary
test_2612,primary
test_2613,agriculture clear primary road water
test_2614,clear primary
test_2615,clear primary
test_2616,clear primary
test_2617,clear primary
test_2618,agriculture clear primary road
test_2619,clear primary
test_2620,agriculture clear primary road
test_2621,clear primary
test_2622,clear primary
test_2623,partly_cloudy primary
test_2624,primary water
test_2625,primary road
test_2626,clear primary
test_2627,clear primary
test_2628,clear primary
test_2629,primary
test_2630,primary
test_2631,clear primary
test_2632,primary
test_2633,clear primary
test_2634,agriculture clear primary
test_2635,clear primary
test_2636,primary
test_2637,clear primary
test_2638,primary
test_2639,clear primary road
test_2640,cloudy
test_2641,
test_2642,clear primary road
test_2643,clear primary
test_2644,clear primary
test_2645,primary
test_2646,clear primary
test_2647,clear primary
test_2648,clear primary
test_2649,clear primary
test_2650,clear primary
test_2651,haze primary
test_2652,clear habitation primary water
test_2653,primary
test_2654,cloudy
test_2655,clear primary
test_2656,clear primary
test_2657,clear primary
test_2658,clear primary
test_2659,clear primary
test_2660,clear primary water
test_2661,clear primary
test_2662,clear primary
test_2663,clear primary
test_2664,primary
test_2665,clear primary
test_2666,clear primary
test_2667,primary
test_2668,clear primary
test_2669,primary road water
test_2670,clear primary
test_2671,clear primary
test_2672,clear primary
test_2673,clear primary road
test_2674,clear primary
test_2675,clear primary
test_2676,primary
test_2677,clear primary
test_2678,clear primary
test_2679,clear cloudy habitation road water
test_2680,haze
test_2681,clear primary
test_2682,primary
test_2683,primary
test_2684,primary
test_2685,clear primary road
test_2686,clear primary road
test_2687,primary
test_2688,clear primary
test_2689,clear primary
test_2690,clear primary
test_2691,clear primary
test_2692,cloudy haze
test_2693,clear primary
test_2694,clear primary
test_2695,clear primary
test_2696,primary
test_2697,clear primary
test_2698,clear primary
test_2699,cloudy road
test_2700,clear primary
test_2701,agriculture clear cultivation primary
test_2702,primary
test_2703,clear primary
test_2704,primary
test_2705,agriculture cloudy primary
test_2706,clear primary
test_2707,partly_cloudy primary road
test_2708,agriculture primary road
test_2709,clear primary
test_2710,agriculture partly_cloudy primary
test_2711,agriculture clear primary road water
test_2712,clear primary water
test_2713,clear primary
test_2714,clear primary
test_2715,cloudy haze
test_2716,clear primary
test_2717,clear primary
test_2718,agriculture cloudy road
test_2719,clear primary
test_2720,clear partly_cloudy primary
test_2721,clear primary
test_2722,agriculture clear primary
test_2723,clear primary
test_2724,clear primary
test_2725,clear primary
test_2726,clear primary
test_2727,primary
test_2728,clear primary
test_2729,cloudy haze
test_2730,primary
test_2731,clear primary
test_2732,primary
test_2733,primary
test_2734,clear primary
test_2735,cloudy haze
test_2736,clear primary
test_2737,agriculture road
test_2738,clear
test_2739,agriculture primary water
test_2740,clear primary
test_2741,agriculture clear primary road
test_2742,agriculture cloudy
test_2743,agriculture clear primary road
test_2744,clear primary
test_2745,clear primary
test_2746,partly_cloudy primary
test_2747,clear primary
test_2748,clear primary
test_2749,primary water
test_2750,clear primary
test_2751,agriculture clear primary
test_2752,primary
test_2753,agriculture clear primary
test_2754,agriculture primary road
test_2755,clear primary
test_2756,agriculture partly_cloudy primary
test_2757,clear partly_cloudy primary
test_2758,agriculture habitation primary road
test_2759,clear primary
test_2760,primary
test_2761,clear primary
test_2762,primary
test_2763,agriculture road water
test_2764,clear primary
test_2765,clear primary
test_2766,clear primary
test_2767,cultivation partly_cloudy primary
test_2768,primary
test_2769,partly_cloudy primary
test_2770,
test_2771,agriculture clear habitation primary road
test_2772,primary
test_2773,clear primary
test_2774,agriculture clear primary road
test_2775,agriculture bare_ground clear habitation primary road
test_2776,clear cultivation primary
test_2777,clear primary
test_2778,primary
test_2779,clear primary
test_2780,clear primary
test_2781,partly_cloudy primary
test_2782,primary
test_2783,agriculture primary
test_2784,primary
test_2785,agriculture clear primary
test_2786,primary water
test_2787,cloudy road
test_2788,clear primary water
test_2789,clear primary
test_2790,primary
test_2791,agriculture clear primary
test_2792,primary road
test_2793,haze road
test_2794,agriculture clear primary road
test_2795,clear primary
test_2796,clear primary
test_2797,agriculture cloudy road
test_2798,clear primary
test_2799,clear primary
test_2800,primary
test_2801,clear primary road
test_2802,clear primary
test_2803,clear primary
test_2804,primary
test_2805,clear primary
test_2806,agriculture primary road water
test_2807,agriculture partly_cloudy primary
test_2808,clear
test_2809,clear primary
test_2810,agriculture primary road
test_2811,clear primary
test_2812,clear primary
test_2813,clear primary road
test_2814,clear primary
test_2815,clear primary
test_2816,clear primary
test_2817,clear primary
test_2818,clear primary
test_2819,agriculture clear primary
test_2820,primary
test_2821,agriculture cultivation haze partly_cloudy primary road
test_2822,clear primary
test_2823,clear primary road
test_2824,agriculture clear primary
test_2825,clear primary water
test_2826,clear primary
test_2827,primary
test_2828,clear primary
test_2829,clear primary water
test_2830,clear primary
test_2831,clear primary
test_2832,clear partly_cloudy primary
test_2833,clear primary
test_2834,partly_cloudy primary
test_2835,clear primary
test_2836,cloudy
test_2837,primary water
test_2838,clear primary road
test_2839,clear primary
test_2840,clear primary
test_2841,clear primary
test_2842,clear primary
test_2843,clear primary
test_2844,
test_2845,clear primary
test_2846,primary water
test_2847,clear primary
test_2848,clear habitation water
test_2849,primary
test_2850,partly_cloudy primary
test_2851,clear primary
test_2852,clear primary
test_2853,clear partly_cloudy primary
test_2854,agriculture clear habitation primary road
test_2855,clear primary
test_2856,agriculture clear primary
test_2857,clear primary
test_2858,clear primary
test_2859,partly_cloudy primary
test_2860,agriculture partly_cloudy primary
test_2861,clear primary
test_2862,clear primary
test_2863,agriculture primary water
test_2864,clear habitation primary road
test_2865,clear primary
test_2866,cloudy haze primary
test_2867,agriculture clear primary
test_2868,clear primary
test_2869,primary
test_2870,clear primary
test_2871,clear primary
test_2872,clear primary
test_2873,agriculture clear primary road
test_2874,cloudy primary
test_2875,clear primary
test_2876,clear primary
test_2877,agriculture clear primary road
test_2878,primary
test_2879,clear primary water
test_2880,clear primary
test_2881,clear primary
test_2882,clear primary
test_2883,clear partly_cloudy primary road
test_2884,clear primary
test_2885,primary
test_2886,agriculture clear primary road water
test_2887,clear primary
test_2888,clear primary
test_2889,clear primary
test_2890,clear primary
test_2891,agriculture clear primary
test_2892,clear primary
test_2893,clear primary
test_2894,primary
test_2895,clear primary
test_2896,agriculture primary road
test_2897,agriculture cultivation primary road
test_2898,cloudy
test_2899,clear primary
test_2900,clear primary
test_2901,agriculture primary road
test_2902,primary
test_2903,agriculture clear primary
test_2904,clear primary
test_2905,primary
test_2906,clear primary road
test_2907,clear primary
test_2908,clear primary
test_2909,clear primary
test_2910,primary
test_2911,agriculture clear primary
test_2912,agriculture clear habitation primary road water
test_2913,primary
test_2914,partly_cloudy primary road
test_2915,clear primary
test_2916,agriculture clear primary
test_2917,clear primary
test_2918,water
test_2919,clear primary
test_2920,primary
test_2921,clear primary
test_2922,clear primary
test_2923,agriculture partly_cloudy primary road
test_2924,clear primary
test_2925,agriculture clear primary
test_2926,clear habitation primary
test_2927,clear primary
test_2928,agriculture clear habitation primary road water
test_2929,clear primary
test_2930,primary
test_2931,clear primary
test_2932,clear primary
test_2933,clear primary
test_2934,clear primary
test_2935,primary
test_2936,clear primary
test_2937,agriculture cloudy road
test_2938,primary water
test_2939,clear primary
test_2940,clear primary
test_2941,clear primary
test_2942,clear primary
test_2943,clear primary
test_2944,clear primary
test_2945,primary
test_2946,clear primary
test_2947,partly_cloudy primary
test_2948,clear primary
test_2949,clear primary
test_2950,clear primary
test_2951,clear primary
test_2952,clear primary
test_2953,partly_cloudy primary
test_2954,agriculture clear primary road
test_2955,clear primary
test_2956,primary road water
test_2957,primary
test_2958,clear primary
test_2959,clear habitation primary road water
test_2960,primary
test_2961,clear primary water
test_2962,agriculture road water
test_2963,clear primary water
test_2964,clear primary
test_2965,primary
test_2966,clear primary
test_2967,primary
test_2968,clear primary
test_2969,partly_cloudy primary
test_2970,primary
test_2971,clear primary water
test_2972,clear primary
test_2973,agriculture clear habitation road water
test_2974,clear primary
test_2975,clear primary
test_2976,clear cultivation primary water
test_2977,agriculture primary
test_2978,clear primary
test_2979,clear habitation primary
test_2980,primary
test_2981,clear primary
test_2982,clear primary
test_2983,partly_cloudy primary road
test_2984,primary
test_2985,clear primary
test_2986,clear primary
test_2987,agriculture clear primary water
test_2988,clear primary
test_2989,clear primary
test_2990,clear primary
test_2991,clear primary
test_2992,partly_cloudy primary
test_2993,clear primary
test_2994,clear primary
test_2995,cloudy
test_2996,clear primary
test_2997,clear primary
test_2998,clear primary road
test_2999,agriculture clear primary road
test_3000,cloudy
test_3001,clear primary
test_3002,clear primary
test_3003,clear primary
test_3004,agriculture clear primary road water
test_3005,clear primary
test_3006,clear primary
test_3007,clear primary
test_3008,clear primary
test_3009,agriculture clear primary road
test_3010,clear primary
test_3011,partly_cloudy road
test_3012,primary
test_3013,cloudy haze
test_3014,clear
test_3015,clear primary
test_3016,agriculture primary road
test_3017,agriculture primary road
test_3018,artisinal_mine clear primary
test_3019,primary
test_3020,clear primary
test_3021,clear primary
test_3022,clear primary
test_3023,clear habitation primary road
test_3024,clear cultivation primary water
test_3025,primary
test_3026,primary
test_3027,clear primary
test_3028,agriculture primary road
test_3029,clear primary
test_3030,primary
test_3031,clear primary water
test_3032,partly_cloudy primary
test_3033,clear primary
test_3034,clear primary
test_3035,clear primary
test_3036,clear primary
test_3037,primary
test_3038,clear primary
test_3039,agriculture clear primary road
test_3040,clear primary
test_3041,cloudy
test_3042,clear primary
test_3043,clear primary
test_3044,partly_cloudy primary
test_3045,clear primary
test_3046,clear primary
test_3047,clear primary
test_3048,clear primary
test_3049,clear primary
test_3050,clear primary
test_3051,clear primary
test_3052,clear primary
test_3053,clear primary
test_3054,clear primary water
test_3055,agriculture clear primary
test_3056,clear primary
test_3057,clear primary water
test_3058,clear primary
test_3059,bare_ground cloudy partly_cloudy water
test_3060,clear primary
test_3061,clear primary
test_3062,agriculture clear primary
test_3063,clear primary
test_3064,clear primary
test_3065,agriculture clear primary
test_3066,agriculture clear primary road
test_3067,clear primary
test_3068,clear primary
test_3069,clear primary
test_3070,clear primary
test_3071,clear primary
test_3072,agriculture cloudy
test_3073,agriculture clear habitation primary road
test_3074,clear primary
test_3075,agriculture partly_cloudy primary
test_3076,clear primary road water
test_3077,agriculture road water
test_3078,clear primary
test_3079,clear primary
test_3080,clear primary
test_3081,cloudy
test_3082,agriculture clear primary
test_3083,cloudy
test_3084,clear primary
test_3085,agriculture clear primary road
test_3086,clear primary
test_3087,clear cultivation primary
test_3088,agriculture clear primary water
test_3089,clear cultivation primary road water
test_3090,clear primary
test_3091,partly_cloudy primary road
test_3092,clear primary
test_3093,clear primary
test_3094,agriculture clear primary
test_3095,clear primary
test_3096,primary
test_3097,clear primary
test_3098,primary water
test_3099,primary
test_3100,clear primary
test_3101,primary
test_3102,primary
test_3103,primary
test_3104,clear primary
test_3105,clear primary
test_3106,clear primary
test_3107,clear primary
test_3108,primary
test_3109,clear primary
test_3110,agriculture clear primary
test_3111,clear primary
test_3112,clear primary water
test_3113,agriculture clear primary
test_3114,primary
test_3115,clear primary
test_3116,primary
test_3117,agriculture primary road
test_3118,clear primary selective_logging
test_3119,clear primary
test_3120,agriculture partly_cloudy primary road
test_3121,clear primary
test_3122,clear primary
test_3123,clear primary
test_3124,cloudy
test_3125,clear partly_cloudy primary
test_3126,clear primary
test_3127,clear primary
test_3128,clear primary
test_3129,clear primary
test_3130,clear primary
test_3131,clear primary
test_3132,clear primary
test_3133,clear primary
test_3134,agriculture clear partly_cloudy primary
test_3135,agriculture bare_ground clear primary road
test_3136,cloudy
test_3137,agriculture clear habitation primary road
test_3138,clear primary
test_3139,agriculture bare_ground clear primary road water
test_3140,primary
test_3141,clear primary
test_3142,cloudy
test_3143,primary
test_3144,clear primary
test_3145,primary water
test_3146,clear primary
test_3147,agriculture cloudy road
test_3148,clear primary water
test_3149,cloudy haze road water
test_3150,agriculture primary road
test_3151,primary
test_3152,agriculture clear primary road
test_3153,primary
test_3154,clear primary
test_3155,agriculture haze primary road
test_3156,cultivation partly_cloudy primary
test_3157,partly_cloudy primary
test_3158,clear primary
test_3159,clear primary
test_3160,primary
test_3161,clear primary
test_3162,clear habitation primary road
test_3163,agriculture clear primary
test_3164,primary road
test_3165,clear primary
test_3166,clear primary
test_3167,clear partly_cloudy primary
test_3168,clear primary
test_3169,clear primary road
test_3170,clear primary
test_3171,clear primary
test_3172,agriculture clear primary
test_3173,clear primary
test_3174,clear primary
test_3175,primary
test_3176,clear primary
test_3177,clear primary
test_3178,
test_3179,clear primary
test_3180,primary
test_3181,agriculture clear habitation primary
test_3182,clear primary
test_3183,clear partly_cloudy primary
test_3184,clear primary
test_3185,clear primary
test_3186,clear primary
test_3187,clear primary
test_3188,clear primary
test_3189,clear primary
test_3190,primary
test_3191,
test_3192,agriculture clear primary
test_3193,primary water
test_3194,agriculture partly_cloudy primary road
test_3195,agriculture clear road
test_3196,clear primary
test_3197,clear primary
test_3198,clear primary
test_3199,agriculture bare_ground clear habitation partly_cloudy primary road water
test_3200,primary
test_3201,clear primary
test_3202,clear primary
test_3203,clear primary
test_3204,clear primary
test_3205,clear water
test_3206,clear primary
test_3207,clear primary water
test_3208,agriculture partly_cloudy primary road
test_3209,clear primary
test_3210,clear primary
test_3211,clear primary
test_3212,cloudy water
test_3213,agriculture clear primary road
test_3214,clear habitation road
test_3215,clear primary
test_3216,primary
test_3217,clear primary
test_3218,clear primary
test_3219,agriculture primary
test_3220,clear primary
test_3221,primary
test_3222,clear primary
test_3223,agriculture primary
test_3224,clear primary
test_3225,agriculture clear habitation primary road
test_3226,agriculture bare_ground clear primary road
test_3227,clear habitation primary road
test_3228,clear primary
test_3229,clear primary
test_3230,clear primary
test_3231,cloudy
test_3232,primary
test_3233,agriculture cultivation primary
test_3234,clear primary
test_3235,clear primary
test_3236,clear primary
test_3237,clear primary
test_3238,clear primary
test_3239,clear primary
test_3240,primary
test_3241,clear primary
test_3242,agriculture clear primary road
test_3243,agriculture clear primary road
test_3244,clear primary
test_3245,clear primary
test_3246,partly_cloudy primary
test_3247,cloudy
test_3248,primary
test_3249,clear primary
test_3250,cloudy
test_3251,primary
test_3252,clear cultivation haze primary water
test_3253,clear primary
test_3254,agriculture partly_cloudy primary road
test_3255,clear primary
test_3256,clear primary
test_3257,clear primary
test_3258,clear primary
test_3259,primary road
test_3260,primary
test_3261,clear primary
test_3262,clear primary
test_3263,clear primary
test_3264,clear primary
test_3265,clear primary
test_3266,primary
test_3267,agriculture clear cultivation primary
test_3268,agriculture cloudy cultivation partly_cloudy
test_3269,agriculture primary road water
test_3270,agriculture clear cloudy haze road water
test_3271,clear primary
test_3272,agriculture clear primary road water
test_3273,primary
test_3274,clear primary
test_3275,partly_cloudy primary
test_3276,clear primary
test_3277,clear cloudy habitation primary
test_3278,bare_ground clear haze
test_3279,clear primary water
test_3280,clear primary
test_3281,clear primary
test_3282,cloudy road water
test_3283,clear primary
test_3284,agriculture clear primary
test_3285,clear primary
test_3286,haze
test_3287,habitation partly_cloudy primary road selective_logging water
test_3288,clear primary road
test_3289,clear primary
test_3290,cloudy haze road water
test_3291,clear primary
test_3292,clear primary
test_3293,clear primary
test_3294,clear primary
test_3295,clear primary
test_3296,clear primary
test_3297,agriculture habitation primary road
test_3298,clear primary
test_3299,cloudy
test_3300,clear primary
test_3301,agriculture cloudy haze partly_cloudy primary
test_3302,primary road water
test_3303,agriculture clear primary
test_3304,clear habitation primary water
test_3305,primary
test_3306,clear primary
test_3307,clear primary
test_3308,primary
test_3309,clear primary
test_3310,primary
test_3311,agriculture clear primary water
test_3312,primary
test_3313,agriculture clear primary road water
test_3314,clear primary
test_3315,clear primary
test_3316,clear primary
test_3317,clear primary
test_3318,clear primary
test_3319,clear primary
test_3320,partly_cloudy primary
test_3321,clear primary
test_3322,clear primary
test_3323,primary
test_3324,agriculture water
test_3325,agriculture partly_cloudy primary water
test_3326,primary
test_3327,clear primary
test_3328,clear primary
test_3329,agriculture cultivation habitation primary road
test_3330,clear primary
test_3331,clear primary
test_3332,agriculture bare_ground clear cultivation habitation partly_cloudy primary road water
test_3333,agriculture partly_cloudy primary
test_3334,agriculture clear partly_cloudy primary road water
test_3335,clear cultivation habitation primary road
test_3336,agriculture
test_3337,agriculture primary road water
test_3338,primary
test_3339,clear primary
test_3340,primary
test_3341,clear primary
test_3342,primary
test_3343,clear primary
test_3344,agriculture clear primary
test_3345,clear primary
test_3346,clear primary road
test_3347,clear primary
test_3348,primary
test_3349,clear primary
test_3350,primary
test_3351,agriculture clear cloudy cultivation road water
test_3352,partly_cloudy primary
test_3353,primary
test_3354,clear primary
test_3355,agriculture primary
test_3356,clear primary
test_3357,clear
test_3358,clear primary
test_3359,clear primary
test_3360,water
test_3361,primary
test_3362,clear partly_cloudy primary
test_3363,agriculture primary road
test_3364,clear primary water
test_3365,partly_cloudy primary
test_3366,clear primary
test_3367,clear primary
test_3368,clear primary road
test_3369,clear primary
test_3370,clear primary
test_3371,clear primary
test_3372,agriculture road water
test_3373,agriculture clear primary
test_3374,clear primary
test_3375,agriculture clear primary
test_3376,agriculture partly_cloudy primary road
test_3377,clear primary
test_3378,clear primary water
test_3379,partly_cloudy primary
test_3380,agriculture primary water
test_3381,clear primary
test_3382,clear primary
test_3383,clear primary
test_3384,cloudy
test_3385,clear primary
test_3386,primary
test_3387,agriculture clear primary road water
test_3388,clear primary
test_3389,clear primary
test_3390,agriculture clear primary road
test_3391,cloudy
test_3392,clear primary
test_3393,agriculture primary
test_3394,primary
test_3395,clear primary
test_3396,clear primary
test_3397,clear primary
test_3398,clear primary
test_3399,clear primary
test_3400,agriculture clear road
test_3401,clear primary water
test_3402,partly_cloudy primary road water
test_3403,partly_cloudy primary
test_3404,agriculture clear cultivation habitation primary road water
test_3405,agriculture clear habitation primary road
test_3406,clear primary
test_3407,clear primary
test_3408,clear primary
test_3409,primary
test_3410,clear primary
test_3411,agriculture clear primary
test_3412,agriculture clear primary
test_3413,clear habitation primary
test_3414,primary road
test_3415,primary
test_3416,clear primary
test_3417,primary road
test_3418,clear primary
test_3419,clear primary water
test_3420,clear primary
test_3421,clear primary
test_3422,clear primary water
test_3423,agriculture clear primary road
test_3424,clear primary
test_3425,primary
test_3426,clear primary
test_3427,clear primary
test_3428,agriculture primary
test_3429,clear primary
test_3430,agriculture clear habitation primary road
test_3431,clear primary
test_3432,clear primary
test_3433,clear primary
test_3434,primary road
test_3435,clear primary
test_3436,cloudy
test_3437,clear primary
test_3438,clear primary
test_3439,primary
test_3440,cloudy partly_cloudy
test_3441,clear primary
test_3442,clear primary road
test_3443,agriculture partly_cloudy primary
test_3444,primary
test_3445,agriculture clear primary
test_3446,clear primary
test_3447,agriculture clear primary road
test_3448,clear primary
test_3449,agriculture bare_ground cultivation partly_cloudy primary
test_3450,primary
test_3451,agriculture clear cultivation habitation haze primary road
test_3452,clear primary
test_3453,cloudy haze
test_3454,primary
test_3455,agriculture clear cloudy cultivation habitation haze road water
test_3456,primary
test_3457,clear primary
test_3458,clear primary
test_3459,clear
test_3460,primary
test_3461,clear primary
test_3462,agriculture cloudy
test_3463,partly_cloudy primary
test_3464,clear cultivation primary slash_burn
test_3465,primary
test_3466,agriculture primary road water
test_3467,clear primary
test_3468,primary
test_3469,clear cultivation habitation primary water
test_3470,clear habitation haze primary
test_3471,clear primary
test_3472,clear primary road
test_3473,clear primary
test_3474,agriculture clear cloudy
test_3475,clear primary
test_3476,clear primary
test_3477,clear primary
test_3478,primary
test_3479,agriculture primary
test_3480,clear primary
test_3481,clear primary road
test_3482,clear primary
test_3483,clear primary
test_3484,primary
test_3485,clear primary
test_3486,agriculture clear primary
test_3487,primary
test_3488,clear primary
test_3489,partly_cloudy primary
test_3490,primary
test_3491,agriculture clear cultivation primary road water
test_3492,clear primary
test_3493,primary
test_3494,agriculture cloudy primary road
test_3495,clear primary water
test_3496,clear primary
test_3497,agriculture clear primary road water
test_3498,clear primary
test_3499,clear primary
test_3500,clear primary
test_3501,clear primary
test_3502,agriculture primary road
test_3503,clear primary
test_3504,cloudy water
test_3505,clear primary
test_3506,agriculture clear primary road
test_3507,clear primary
test_3508,clear primary
test_3509,clear primary
test_3510,clear primary
test_3511,clear primary
test_3512,clear primary
test_3513,clear primary
test_3514,clear cultivation primary
test_3515,agriculture clear primary road
test_3516,partly_cloudy primary
test_3517,road water
test_3518,clear primary
test_3519,clear primary
test_3520,primary
test_3521,clear partly_cloudy primary
test_3522,clear primary
test_3523,clear primary
test_3524,agriculture primary road
test_3525,clear primary
test_3526,clear primary
test_3527,clear primary
test_3528,clear partly_cloudy primary
test_3529,clear primary
test_3530,clear primary
